Tap,thecorlnz,9,thecorlnzi,10,100,,0,0,3,2,66.6666666666667,1,33.3333333333333,0,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
Tap,cirrccumatancsss,16,cirrccumatancsss,16,100,,0,0,2,2,100,0,0,1,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
Tap,apartmetsafdbyooexl,19,apartmetsafdbyooapartmtsafdbyooxl,33,100,,0,0,1,1,50,1,50,0,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
Tap,relationsarebveystrpjjd,23,relationsarebveystrpjjd,23,100,,0,0,3,3,100,0,0,3,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
Tap,correctyourdictionimmeditely,28,correctyourcorrectyourictionimmeditely,38,100,,0,0,8,2,40,3,60,0,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
Tap,justwhatthedoctorordered,24,justwhattheoctorordered,23,100,,0,0,5,4,66.6666666666667,2,33.3333333333333,0,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
Tap,nothing.wrong.wwith.jiseyk,26,nothingwrongwithjisenothing.wrong.wwith.jiseynothing.wrong.wwith.jiseyk,71,93.4210526315789,...hi,5,6.57894736842105,5,1,12.5,7,87.5,1,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
Tap,sprawlingsubdivisionsarebad,27,sprawlingsubdivisionsarebad,27,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
Tap,lie.detectortestsneverwork,26,liedetectortestsneverwork,25,96.1538461538462,.,1,3.84615384615385,0,0,0,0,0,0,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
Tap,yourpresentationwasinspiring,28,yourpresentationwasinspiring,28,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
Tap,chemicalspolltookoreve,22,chemicalspolltookchemicalsplltkreve,35,100,,0,0,0,0,0,1,100,1,M_D_Y H_M_S - 6_21_2022 - 5_07_45 PM
