Tap,sprawingsunsnhiarebad,21,sprawingsunsnhiarebad,21,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 5_20_2022 - 8_52_59 PM
Tap,victimsdeservemoreredress,25,victimsdeservemoreredress,25,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 5_20_2022 - 8_52_59 PM
Tap,liedetectortestsneverwork,25,liedetectortestsneverwork,25,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 5_20_2022 - 8_52_59 PM
Tap,physicsandchemistryarehard,26,physicsandchemistryarehard,26,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 5_20_2022 - 8_52_59 PM
Tap_Gesture,electriccarsneedbigfuelcells,28,electriccarsneedbigfuecells,27,96.4285714285714,l,1,3.57142857142857,3,3,100,0,0,0,M_D_Y H_M_S - 5_20_2022 - 8_52_59 PM
Tap,sixdaughtersandsevensons,24,sixdaughtersandsevensons,24,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 5_20_2022 - 8_52_59 PM
Tap_Gesture,medievaltimessikhveryhardyif,28,medievaltimes,13,46.4285714285714,sikhveryhardyif,15,53.5714285714286,0,0,0,0,0,0,M_D_Y H_M_S - 5_20_2022 - 8_52_59 PM
Gesture,playersmustknowallthreerules,28,-,-,0,playersmustknowallthreerules,28,100,-,-,-,-,-,-,M_D_Y H_M_S - 5_20_2022 - 8_52_59 PM
Tap,thefouihjhgeditionwasbetter,27,thefouihjhgeditionwasbetter,27,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 5_20_2022 - 8_52_59 PM
Tap_Gesture,earthquakwsarepredictable,25,eartquakwsarep[redictabl,24,96,h,1,4,21,15,100,0,0,0,M_D_Y H_M_S - 5_20_2022 - 8_52_59 PM
