Tap,therearewinnersandlosssers,26,puthhesherearewinnersandlosssers,32,100,,0,0,7,7,100,0,0,1,M_D_Y H_M_S - 30-Jun-22 - 4_18_23 PM
Tap,ttthhwevlbugb,13,ttthhwevlbugb,13,100,,0,0,13,8,66.6666666666667,4,33.3333333333333,0,M_D_Y H_M_S - 30-Jun-22 - 4_18_23 PM
Tap,thofsdffiajwoi,14,thfsdffiajwoi,13,92.8571428571429,o,1,7.14285714285714,2,2,100,0,0,0,M_D_Y H_M_S - 30-Jun-22 - 4_18_23 PM
Tap,thewaterwasmonitoresdaily,25,thewaterwasmonitoresdaily,25,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 30-Jun-22 - 4_18_23 PM
Tap,uthheeaathhhheddd\,18,uthheeaathhhheddd\,18,100,,0,0,0,0,0,0,0,1,M_D_Y H_M_S - 30-Jun-22 - 4_18_23 PM
Tap,njvvvvgljaedccon,16,njvvvvgljaedccon,16,100,,0,0,0,0,0,0,0,0,M_D_Y H_M_S - 30-Jun-22 - 4_18_23 PM
Tap,sscwjfnrwelfsafpafe,19,scwjfnrwelfsafpafe,18,100,,0,0,1,1,100,0,0,0,M_D_Y H_M_S - 30-Jun-22 - 4_18_23 PM
Tap,iflafewfaffjwefw5oewnmgfe,25,iflafewfaffjwefw5oewnmgfe,25,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 30-Jun-22 - 4_18_23 PM
Tap,cjrmixwlsoikltoljfoevrs,23,cjrmixwlsoikltoljfoevrs,23,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 30-Jun-22 - 4_18_23 PM
Tap,yoewaforewsfwqdinderfj,22,yoewaforewsfwqdinderfj,22,100,-,-,0,-,-,-,-,-,-,M_D_Y H_M_S - 30-Jun-22 - 4_18_23 PM
