2.08514017266652,27,30,3,2,27,15.625,housewithnewelectricalpanel,housewithnewelectricalpanelist,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
6.8667063348662,27,27,0,1,27,3.57142857142857,theproprietorwasunavailable,theproprietorwasunavailable,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
4.46326121277393,25,27,2,9,25,30.5555555555556,thefourtheditionwasbetter,threefourtheditionwasbetter,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
16.3810723228645,25,29,6,0,23,20.6896551724138,flashingredlightmeansstop,clashingreddlightmeansentropy,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
14.6058776068492,24,25,2,0,23,8,teachingserviceswillhelp,teachingserviceswillhello,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
11.8210055459561,23,23,6,0,17,26.0869565217391,theassaulttooksixmonths,theassessortooksixmonth,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
18.1590730109547,26,26,0,0,26,0,playersmustknowalltherules,playersmustknowalltherules,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
15.1123942493346,25,25,0,0,25,0,earthquakesarepredictable,earthquakesarepredictable,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
14.5208117927899,28,28,0,0,28,0,thisphenomenonwillneveroccur,thisphenomenonwillneveroccur,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
23.0235868310958,25,25,0,0,25,0,medievaltimeswereveryhard,medievaltimeswereveryhard,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
14.801454617578,26,26,2,0,24,7.69230769230769,theplugdoesnotfitthesocket,thepugdoesnotfitthesockets,M_D_Y H_M_S - 5_20_2022 - 6_09_42 PM
