11.3751240018474,27,26,7,0,20,25.9259259259259,watchoutforlowflyingobjects,wateroutforlowfillyobjects,M_D_Y H_M_S - 20-May-22 - 7_49_58 PM
19.7185851845293,27,26,4,0,23,14.8148148148148,nevertoorichandnevertoothin,nevertoorichandangertothin,M_D_Y H_M_S - 20-May-22 - 7_49_58 PM
16.6245185218788,28,26,12,0,16,42.8571428571429,theacceptancespeechwasboring,theacceptancesshippedsssbo,M_D_Y H_M_S - 20-May-22 - 7_49_58 PM
16.3512187616262,25,28,4,1,24,17.2413793103448,thegenerationgapgetswider,thegenerationgapbetty'swider,M_D_Y H_M_S - 20-May-22 - 7_49_58 PM
16.9987064126076,25,26,3,0,23,11.5384615384615,theywatchedtheentiremovie,rhettwatchedtheentiremovie,M_D_Y H_M_S - 20-May-22 - 7_49_58 PM
17.3439188623211,25,24,1,0,24,4,victimsdeservemoreredress,victimdeservemoreredress,M_D_Y H_M_S - 20-May-22 - 7_49_58 PM
21.8771717985883,24,30,11,0,19,36.6666666666667,nothingwrongwithhisstyle,nothingsorrentowithhissettling,M_D_Y H_M_S - 20-May-22 - 7_49_58 PM
19.2021096717826,24,23,2,0,22,8.33333333333333,therearewinnersandlosers,therearewinnerandposers,M_D_Y H_M_S - 20-May-22 - 7_49_58 PM
12.0153743122525,27,26,2,0,25,7.40740740740741,housewithnewelectricalpanel,housewithnewelectricspanel,M_D_Y H_M_S - 20-May-22 - 7_49_58 PM
12.6437022170567,28,28,0,1,28,3.44827586206897,circumstancesareunacceptable,circumstancesareunacceptable,M_D_Y H_M_S - 20-May-22 - 7_49_58 PM
