Tap_Gesture,playermustknowalltherules,25,the,3,12,playermustknowallrules,22,88,32,6,33.3333333333333,12,66.6666666666667,0,M_D_Y H_M_S - 5_20_2022 - 4_30_43 PM
Tap_Gesture,theywatchedthug,15,they,4,26.6666666666667,watchedthug,11,73.3333333333333,0,0,0,0,0,0,M_D_Y H_M_S - 5_20_2022 - 4_30_43 PM
Tap_Gesture,thefourtheditionwasbetter,25,edition,7,28,thefourthwasbetter,18,72,11,0,0,5,100,0,M_D_Y H_M_S - 5_20_2022 - 4_30_43 PM
Gesture,pleasefollowtheguidelines,25,-,-,0,pleasefollowtheguidelines,25,100,-,-,-,-,-,-,M_D_Y H_M_S - 5_20_2022 - 4_30_43 PM
Tap_Gesture,thesebarracksarebigenough,25,,0,0,thesebarracksarebigenough,25,100,5,0,0,5,100,0,M_D_Y H_M_S - 5_20_2022 - 4_30_43 PM
Tap_Gesture,physicsandchemistryarehard,26,,0,0,physicsandchemistryarehard,26,100,9,0,0,9,100,1,M_D_Y H_M_S - 5_20_2022 - 4_30_43 PM
Tap_Gesture,mostjudgesareveryhonest,23,,0,0,mostjudgesareveryhonest,23,100,2,1,50,1,50,0,M_D_Y H_M_S - 5_20_2022 - 4_30_43 PM
Gesture,victimsdeservemoreredress,25,-,-,0,victimsdeservemoreredress,25,100,-,-,-,-,-,-,M_D_Y H_M_S - 5_20_2022 - 4_30_43 PM
Gesture,apartmentsaretooexpensive,25,-,-,0,apartmentsaretooexpensive,25,100,-,-,-,-,-,-,M_D_Y H_M_S - 5_20_2022 - 4_30_43 PM
Tap_Gesture,theplugdoesnotfitthesocket,26,plug,4,15.3846153846154,thedoesnotfitthesocket,22,84.6153846153846,17,1,5.88235294117647,16,94.1176470588235,0,M_D_Y H_M_S - 5_20_2022 - 4_30_43 PM
