Tap_Gesture,earthweaknessarepredictions,27,earthweakness,13,48.1481481481481,arepredictions,14,51.8518518518518,28,3,42.8571428571429,4,57.1428571428571,0,M_D_Y H_M_S - 6_30_2022 - 3_51_53 PM
Gesture,thisphenomenonwillneveroccur,28,-,-,0,thisphenomenonwillneveroccur,28,100,-,-,-,-,-,-,M_D_Y H_M_S - 6_30_2022 - 3_51_53 PM
Tap_Gesture,thewaterwasmonitoreddaily,25,was,3,12,thewatermonitoreddaily,22,88,0,0,0,0,0,0,M_D_Y H_M_S - 6_30_2022 - 3_51_53 PM
Tap_Gesture,correctyourdictionimmediately,29,correct,7,24.1379310344828,yourdictionimmediately,22,75.8620689655172,13,0,0,1,100,0,M_D_Y H_M_S - 6_30_2022 - 3_51_53 PM
Gesture,theassailedtooksiccnnmonths,27,-,-,0,theassailedtooksiccnnmonths,27,100,-,-,-,-,-,-,M_D_Y H_M_S - 6_30_2022 - 3_51_53 PM
Gesture,seasonedcoolerslovethegame,26,-,-,0,seasonedcoolerslovethegame,26,100,-,-,-,-,-,-,M_D_Y H_M_S - 6_30_2022 - 3_51_53 PM
Tap_Gesture,theearlybirdgetsthewonderment,29,,0,0,theearlybirdgetswonderment,26,100,4,0,0,4,100,2,M_D_Y H_M_S - 6_30_2022 - 3_51_53 PM
Tap_Gesture,thelugdoesnotfitthesocket,25,the,3,12,lugdoesnotfitthesocket,22,88,6,0,0,1,100,0,M_D_Y H_M_S - 6_30_2022 - 3_51_53 PM
Tap_Gesture,mostjudgesareveryhonest,23,arevery,7,30.4347826086957,mostjudgeshonest,16,69.5652173913043,0,0,0,0,0,0,M_D_Y H_M_S - 6_30_2022 - 3_51_53 PM
Gesture,thecorrosionwasveryexciting,27,-,-,0,thecorrosionwasveryexciting,27,100,-,-,-,-,-,-,M_D_Y H_M_S - 6_30_2022 - 3_51_53 PM
